Customer ID,Gender,Age,Subscription Type,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Churn
OTT-002437,Female,27,Standard,15.49,29,27.2,30,3,5,0,1
OTT-002438,Female,57,Basic,9.99,15,1.0,4,3,2,0,0
OTT-002439,Female,32,Standard,15.49,9,62.5,14,3,5,0,0
OTT-002440,Female,36,Standard,15.49,5,5.9,26,4,3,1,1
OTT-002441,Female,66,Premium,22.99,27,1.0,4,5,3,0,0
OTT-002442,Male,53,Standard,15.49,7,37.9,11,2,5,1,0
OTT-002443,Male,52,Premium,22.99,31,71.5,2,5,2,1,0
OTT-002444,Female,39,Basic,9.99,30,64.8,14,3,2,2,0
OTT-002445,Female,36,Standard,15.49,13,82.3,11,5,5,0,0
OTT-002446,Female,51,Premium,22.99,55,37.3,3,3,2,1,0
OTT-002447,Male,59,Standard,15.49,13,60.0,33,1,4,0,0
OTT-002448,Male,20,Standard,15.49,48,40.9,10,3,2,1,0
OTT-002449,Male,43,Standard,15.49,37,22.3,74,4,5,1,1
OTT-002450,Male,50,Standard,15.49,59,29.5,5,4,4,0,0
OTT-002451,Female,65,Premium,22.99,30,54.1,16,1,3,0,0
OTT-002452,Female,63,Standard,15.49,3,69.8,4,2,5,1,0
OTT-002453,Male,43,Basic,9.99,32,60.7,48,2,1,0,0
OTT-002454,Female,64,Basic,9.99,47,24.5,33,3,5,1,1
OTT-002455,Female,52,Basic,9.99,36,54.1,10,2,1,0,0
OTT-002456,Female,25,Premium,22.99,20,72.1,26,1,4,0,0
OTT-002457,Female,18,Standard,15.49,18,16.0,4,4,5,0,0
OTT-002458,Female,65,Basic,9.99,20,44.5,5,2,1,0,0
OTT-002459,Female,24,Basic,9.99,51,62.2,0,5,2,0,0
OTT-002460,Female,40,Basic,9.99,6,7.5,34,4,4,0,1
OTT-002461,Female,43,Premium,22.99,20,84.9,13,1,4,0,0
OTT-002462,Male,59,Basic,9.99,33,37.8,18,4,5,0,0
OTT-002463,Male,23,Premium,22.99,45,37.3,2,3,2,1,0
OTT-002464,Male,60,Basic,9.99,19,103.6,6,3,5,0,0
OTT-002465,Female,68,Basic,9.99,17,32.0,13,4,3,0,0
OTT-002466,Male,32,Basic,9.99,43,73.1,8,2,2,1,0
OTT-002467,Female,42,Standard,15.49,13,42.6,5,1,4,0,0
OTT-002468,Male,52,Premium,22.99,14,37.5,12,3,1,4,1
OTT-002469,Female,47,Basic,9.99,45,43.2,34,4,2,1,0
OTT-002470,Female,65,Basic,9.99,46,12.7,9,1,4,1,0
OTT-002471,Female,57,Premium,22.99,54,23.5,9,4,4,0,0
OTT-002472,Male,23,Premium,22.99,51,59.5,12,2,5,2,0
OTT-002473,Female,54,Basic,9.99,20,33.1,13,5,5,0,0
OTT-002474,Female,58,Basic,9.99,25,71.9,4,3,3,2,0
OTT-002475,Female,57,Standard,15.49,51,37.1,6,5,1,0,0
OTT-002476,Female,39,Basic,9.99,36,42.9,8,2,3,1,0
OTT-002477,Female,59,Standard,15.49,58,7.2,18,1,1,0,0
OTT-002478,Female,27,Standard,15.49,34,47.8,13,2,1,0,0
OTT-002479,Female,30,Basic,9.99,30,50.7,2,1,3,0,0
OTT-002480,Female,31,Premium,22.99,11,58.1,6,3,5,0,0
OTT-002481,Female,63,Premium,22.99,31,1.0,8,1,4,2,0
OTT-002482,Male,58,Standard,15.49,24,42.2,5,2,4,1,0
OTT-002483,Male,41,Basic,9.99,22,51.6,3,5,4,1,0
OTT-002484,Female,59,Standard,15.49,15,78.4,15,5,2,0,0
OTT-002485,Female,61,Standard,15.49,24,59.8,0,3,1,1,0
OTT-002486,Male,53,Basic,9.99,7,72.1,12,5,4,0,0
OTT-002487,Male,27,Premium,22.99,30,7.5,4,2,1,2,1
OTT-002488,Male,47,Standard,15.49,42,27.3,13,2,5,1,0
OTT-002489,Female,64,Standard,15.49,30,61.0,18,3,3,0,0
OTT-002490,Female,55,Basic,9.99,15,21.4,29,2,1,2,1
OTT-002491,Male,43,Basic,9.99,52,30.6,22,4,1,1,1
OTT-002492,Female,43,Premium,22.99,1,30.2,42,1,4,1,1
OTT-002493,Female,26,Standard,15.49,10,1.0,6,5,1,0,0
OTT-002494,Female,63,Premium,22.99,19,34.5,5,5,5,0,0
OTT-002495,Male,47,Premium,22.99,19,81.9,3,5,4,2,0
OTT-002496,Male,50,Standard,15.49,7,24.1,3,2,5,0,0
OTT-002497,Female,48,Premium,22.99,54,50.5,1,5,4,0,0
OTT-002498,Male,31,Basic,9.99,50,75.8,5,5,2,2,0
OTT-002499,Male,40,Basic,9.99,41,28.5,4,2,4,0,0
OTT-002500,Male,51,Standard,15.49,4,32.8,3,5,1,1,0
OTT-002501,Female,20,Standard,15.49,57,74.2,1,5,5,0,0
OTT-002502,Male,55,Premium,22.99,30,27.6,42,4,2,0,1
OTT-002503,Male,37,Premium,22.99,32,16.4,12,5,3,1,1
OTT-002504,Female,23,Basic,9.99,25,25.8,0,3,5,1,1
OTT-002505,Male,29,Basic,9.99,49,30.8,43,5,2,1,1
OTT-002506,Male,23,Basic,9.99,7,24.6,3,5,2,0,0
OTT-002507,Male,22,Basic,9.99,6,60.7,34,5,2,2,0
OTT-002508,Male,21,Premium,22.99,16,35.3,14,1,2,0,0
OTT-002509,Male,53,Standard,15.49,34,72.6,0,1,5,0,0
OTT-002510,Female,21,Basic,9.99,37,71.3,12,3,3,0,0
OTT-002511,Female,21,Basic,9.99,22,43.1,6,4,5,0,0
OTT-002512,Female,46,Standard,15.49,26,55.0,0,5,4,1,0
OTT-002513,Female,48,Premium,22.99,54,36.5,1,5,5,0,0
OTT-002514,Male,65,Premium,22.99,48,57.3,2,4,1,0,0
OTT-002515,Male,26,Premium,22.99,11,54.8,27,1,4,0,0
OTT-002516,Female,18,Standard,15.49,7,79.2,7,3,5,0,0
OTT-002517,Male,63,Standard,15.49,59,36.7,1,5,1,0,0
OTT-002518,Female,66,Basic,9.99,50,62.5,16,4,1,0,0
OTT-002519,Male,28,Basic,9.99,9,62.3,11,1,1,1,0
OTT-002520,Male,60,Basic,9.99,36,76.6,0,3,3,0,0
OTT-002521,Female,43,Premium,22.99,47,48.9,0,2,4,0,0
OTT-002522,Male,63,Standard,15.49,26,46.3,28,4,5,1,0
OTT-002523,Male,66,Basic,9.99,23,1.0,3,5,1,0,0
OTT-002524,Female,51,Premium,22.99,47,52.1,17,4,2,0,0
OTT-002525,Male,23,Standard,15.49,20,60.6,2,2,4,1,0
OTT-002526,Male,61,Standard,15.49,38,13.0,52,5,4,1,1
OTT-002527,Male,60,Standard,15.49,5,29.6,5,3,5,0,0
OTT-002528,Female,18,Standard,15.49,10,49.3,9,4,4,1,0
OTT-002529,Female,42,Basic,9.99,21,93.8,2,4,2,0,0
OTT-002530,Female,61,Premium,22.99,34,31.7,7,1,3,0,0
OTT-002531,Female,35,Basic,9.99,20,28.1,8,4,4,0,0
OTT-002532,Female,61,Basic,9.99,48,7.8,6,2,5,2,0
OTT-002533,Male,47,Standard,15.49,40,5.1,3,4,3,1,0
OTT-002534,Male,60,Basic,9.99,22,49.5,1,2,3,1,0
OTT-002535,Male,52,Standard,15.49,16,23.2,3,5,5,0,0
OTT-002536,Female,38,Standard,15.49,30,84.2,8,3,2,0,0
OTT-002537,Male,42,Standard,15.49,20,62.1,7,4,3,2,0
OTT-002538,Male,62,Basic,9.99,29,66.3,21,2,1,1,0
OTT-002539,Male,40,Premium,22.99,20,52.3,4,2,5,1,0
OTT-002540,Female,54,Basic,9.99,38,29.1,17,2,1,2,0
OTT-002541,Female,53,Standard,15.49,19,1.0,18,3,5,1,0
OTT-002542,Male,68,Standard,15.49,58,68.9,17,2,1,3,0
OTT-002543,Female,23,Basic,9.99,13,103.4,7,2,4,0,0
OTT-002544,Female,68,Premium,22.99,15,27.8,31,1,3,2,1
OTT-002545,Male,64,Standard,15.49,53,25.2,9,5,4,0,0
OTT-002546,Female,59,Premium,22.99,48,26.3,10,1,4,1,0
OTT-002547,Female,63,Basic,9.99,14,43.1,1,3,5,1,0
OTT-002548,Male,28,Basic,9.99,23,11.0,6,3,5,1,1
OTT-002549,Male,36,Standard,15.49,43,45.5,27,3,1,1,0
OTT-002550,Female,21,Premium,22.99,37,14.1,3,2,5,1,0
OTT-002551,Female,51,Standard,15.49,8,29.3,8,2,3,0,1
OTT-002552,Male,54,Basic,9.99,9,44.0,33,4,1,2,1
OTT-002553,Male,29,Standard,15.49,5,54.1,34,3,1,0,0
OTT-002554,Female,31,Standard,15.49,39,54.9,1,5,5,0,0
OTT-002555,Female,43,Standard,15.49,16,50.7,1,4,4,1,0
OTT-002556,Female,41,Standard,15.49,4,26.8,22,4,2,1,1
OTT-002557,Female,58,Premium,22.99,46,42.5,27,4,1,0,0
OTT-002558,Male,59,Basic,9.99,29,40.1,0,2,4,0,0
OTT-002559,Female,34,Standard,15.49,29,53.2,7,3,5,2,0
OTT-002560,Male,57,Standard,15.49,22,16.2,8,3,1,2,0
OTT-002561,Female,47,Basic,9.99,23,42.1,2,5,5,2,0
OTT-002562,Male,55,Basic,9.99,36,66.3,1,3,5,0,0
OTT-002563,Male,41,Basic,9.99,55,39.9,13,4,5,0,0
OTT-002564,Male,58,Standard,15.49,17,82.3,7,3,1,0,0
OTT-002565,Male,56,Premium,22.99,36,59.4,15,3,2,1,0
OTT-002566,Female,66,Standard,15.49,6,53.4,4,5,5,1,0
OTT-002567,Male,39,Basic,9.99,53,31.1,15,5,3,0,0
OTT-002568,Female,51,Basic,9.99,41,42.0,3,4,3,0,0
OTT-002569,Female,26,Premium,22.99,14,43.3,25,5,4,3,1
OTT-002570,Male,22,Premium,22.99,38,59.3,8,5,1,0,0
OTT-002571,Male,36,Basic,9.99,56,74.6,22,2,3,0,0
OTT-002572,Female,45,Standard,15.49,45,4.1,1,3,4,0,0
OTT-002573,Male,49,Basic,9.99,7,28.8,18,2,2,0,1
OTT-002574,Female,61,Standard,15.49,44,33.5,5,3,1,0,0
OTT-002575,Male,48,Premium,22.99,23,82.7,18,3,3,0,0
OTT-002576,Female,30,Standard,15.49,55,59.4,8,2,5,0,0
OTT-002577,Male,55,Basic,9.99,51,21.2,9,4,3,0,0
OTT-002578,Male,20,Basic,9.99,51,83.0,14,3,4,0,0
OTT-002579,Female,28,Standard,15.49,43,33.5,6,2,5,1,0
OTT-002580,Male,55,Premium,22.99,32,38.6,0,5,1,0,0
OTT-002581,Female,41,Basic,9.99,26,29.0,4,3,5,0,0
OTT-002582,Male,24,Standard,15.49,45,30.2,4,1,1,1,0
OTT-002583,Female,46,Standard,15.49,49,49.9,10,4,3,1,0
OTT-002584,Female,41,Standard,15.49,51,44.6,29,2,3,0,0
OTT-002585,Female,25,Premium,22.99,5,70.5,3,5,3,1,0
OTT-002586,Female,22,Standard,15.49,39,57.9,11,5,2,2,0
OTT-002587,Male,60,Standard,15.49,11,53.1,13,2,4,0,0
OTT-002588,Female,21,Basic,9.99,57,80.8,8,4,3,1,0
OTT-002589,Female,63,Basic,9.99,3,70.2,0,1,1,0,0
OTT-002590,Female,65,Basic,9.99,40,21.6,1,1,5,1,0
OTT-002591,Male,21,Premium,22.99,13,43.4,7,3,4,0,0
OTT-002592,Male,45,Standard,15.49,55,69.6,4,3,5,1,0
OTT-002593,Female,44,Premium,22.99,25,39.5,7,2,1,0,0
OTT-002594,Female,57,Basic,9.99,44,51.2,8,1,5,0,0
OTT-002595,Female,23,Standard,15.49,19,7.8,21,5,3,1,1
OTT-002596,Male,38,Basic,9.99,52,19.6,1,1,2,0,0
OTT-002597,Male,18,Premium,22.99,34,27.3,4,2,4,0,0
OTT-002598,Female,69,Premium,22.99,52,61.6,27,2,1,1,0
OTT-002599,Female,48,Standard,15.49,11,1.0,28,3,4,1,1
OTT-002600,Female,42,Standard,15.49,43,13.9,11,1,2,0,0
OTT-002601,Male,59,Basic,9.99,19,41.0,51,2,5,2,1
OTT-002602,Female,55,Premium,22.99,24,63.5,4,1,5,0,0
OTT-002603,Female,44,Basic,9.99,22,41.9,18,5,4,0,0
OTT-002604,Male,56,Standard,15.49,47,77.2,24,3,2,2,0
OTT-002605,Female,31,Standard,15.49,46,35.9,21,4,3,1,0
OTT-002606,Female,50,Standard,15.49,52,65.9,4,2,1,2,0
OTT-002607,Female,31,Premium,22.99,20,41.4,9,1,2,2,0
OTT-002608,Male,56,Basic,9.99,8,33.7,1,5,3,0,0
OTT-002609,Male,21,Basic,9.99,36,35.3,15,2,3,0,1
OTT-002610,Female,62,Basic,9.99,3,55.4,10,1,1,1,0
OTT-002611,Male,27,Premium,22.99,31,63.5,42,2,4,0,0
OTT-002612,Female,18,Standard,15.49,40,36.5,0,2,3,0,0
OTT-002613,Female,56,Premium,22.99,21,1.0,6,4,1,0,0
OTT-002614,Female,69,Standard,15.49,27,55.8,0,2,3,1,0
OTT-002615,Female,55,Premium,22.99,47,32.2,25,3,4,0,0
OTT-002616,Female,40,Basic,9.99,27,54.2,1,3,4,1,0
OTT-002617,Male,46,Premium,22.99,28,44.1,2,2,1,0,0
OTT-002618,Male,41,Basic,9.99,32,26.4,18,5,5,1,0
OTT-002619,Male,63,Standard,15.49,34,1.0,4,3,4,2,1
OTT-002620,Male,33,Basic,9.99,57,83.2,11,1,4,1,0
OTT-002621,Female,34,Standard,15.49,9,60.4,5,2,1,0,0
OTT-002622,Female,62,Standard,15.49,17,40.7,31,4,1,0,1
OTT-002623,Male,67,Standard,15.49,56,53.9,49,1,5,1,0
OTT-002624,Male,52,Basic,9.99,19,26.1,5,4,3,0,0
OTT-002625,Male,29,Basic,9.99,27,66.0,0,3,1,1,0
OTT-002626,Female,33,Basic,9.99,47,49.5,0,1,1,1,0
OTT-002627,Female,50,Standard,15.49,45,27.6,13,3,5,0,0
OTT-002628,Female,25,Basic,9.99,19,62.6,2,5,4,3,0
OTT-002629,Male,57,Basic,9.99,54,1.0,4,3,3,0,0
OTT-002630,Male,22,Basic,9.99,18,2.0,0,4,5,1,0
OTT-002631,Female,33,Basic,9.99,21,37.5,0,5,1,1,0
OTT-002632,Male,32,Standard,15.49,52,44.4,2,5,5,0,0
OTT-002633,Female,28,Basic,9.99,32,39.4,0,1,4,0,0
OTT-002634,Male,63,Standard,15.49,13,53.0,23,1,4,0,0
OTT-002635,Female,18,Basic,9.99,28,25.6,4,4,4,0,0
OTT-002636,Male,28,Premium,22.99,38,16.5,9,5,4,0,0
OTT-002637,Female,39,Standard,15.49,13,18.2,47,1,3,2,1
OTT-002638,Female,21,Standard,15.49,37,45.1,7,4,3,2,0
OTT-002639,Male,57,Standard,15.49,12,23.3,2,1,2,0,0
OTT-002640,Male,55,Standard,15.49,9,5.5,4,5,4,1,0
OTT-002641,Female,51,Standard,15.49,16,1.0,8,1,5,0,0
OTT-002642,Female,59,Basic,9.99,3,1.0,10,1,5,0,1
OTT-002643,Female,48,Basic,9.99,8,57.3,26,5,2,0,0
OTT-002644,Male,55,Premium,22.99,53,51.4,14,1,3,0,0
OTT-002645,Female,60,Standard,15.49,55,80.0,11,2,2,2,0
OTT-002646,Male,18,Basic,9.99,8,58.0,9,3,1,0,0
OTT-002647,Male,52,Standard,15.49,53,40.3,11,3,5,2,0
OTT-002648,Female,31,Standard,15.49,47,36.3,0,1,1,1,0
OTT-002649,Male,60,Premium,22.99,26,64.3,12,1,4,0,0
OTT-002650,Male,43,Standard,15.49,18,24.8,0,1,3,0,0
OTT-002651,Female,21,Standard,15.49,21,30.5,5,5,3,0,0
OTT-002652,Male,44,Standard,15.49,3,76.7,20,1,2,0,0
OTT-002653,Male,66,Basic,9.99,16,70.8,17,3,1,0,0
OTT-002654,Male,44,Standard,15.49,7,1.0,7,2,2,0,0
OTT-002655,Male,67,Basic,9.99,23,29.5,7,3,5,0,0
OTT-002656,Male,48,Standard,15.49,47,52.8,16,3,1,0,0
OTT-002657,Female,65,Premium,22.99,7,52.5,36,4,5,1,1
OTT-002658,Male,49,Premium,22.99,44,59.5,13,1,3,1,0
OTT-002659,Male,48,Basic,9.99,32,40.6,2,2,5,1,0
OTT-002660,Male,52,Basic,9.99,41,38.4,23,1,3,0,0
OTT-002661,Male,21,Standard,15.49,49,35.4,8,1,3,1,0
OTT-002662,Male,32,Standard,15.49,18,61.8,1,2,2,0,0
OTT-002663,Female,25,Basic,9.99,51,45.0,9,3,2,0,0
OTT-002664,Male,29,Basic,9.99,8,32.0,10,3,5,0,0
OTT-002665,Female,26,Basic,9.99,14,65.3,8,2,5,1,0
OTT-002666,Male,33,Standard,15.49,55,59.7,1,3,2,0,0
OTT-002667,Male,57,Basic,9.99,43,52.7,3,2,1,1,0
OTT-002668,Female,49,Premium,22.99,1,20.5,5,5,4,0,0
OTT-002669,Male,57,Premium,22.99,44,32.9,11,4,5,2,1
OTT-002670,Female,20,Premium,22.99,52,43.1,12,1,1,0,0
OTT-002671,Male,47,Basic,9.99,40,35.3,8,5,3,1,0
OTT-002672,Female,65,Standard,15.49,23,22.5,2,2,2,0,0
OTT-002673,Female,39,Premium,22.99,5,1.0,5,3,1,1,0
OTT-002674,Female,18,Premium,22.99,8,78.0,5,2,1,0,0
OTT-002675,Female,31,Premium,22.99,25,79.8,9,4,2,3,0
OTT-002676,Male,42,Basic,9.99,29,22.1,44,2,2,0,1
OTT-002677,Male,46,Basic,9.99,59,20.9,2,4,3,0,0
OTT-002678,Male,34,Premium,22.99,20,70.7,2,2,4,0,0
OTT-002679,Female,55,Standard,15.49,4,12.2,13,2,1,2,0
OTT-002680,Male,45,Premium,22.99,11,2.5,8,3,5,2,1
OTT-002681,Female,40,Standard,15.49,43,14.2,0,3,5,4,1
OTT-002682,Female,25,Standard,15.49,5,83.4,19,3,2,0,0
OTT-002683,Female,20,Standard,15.49,21,23.6,2,4,2,0,0
OTT-002684,Female,46,Premium,22.99,35,59.4,20,1,3,1,0
OTT-002685,Male,52,Basic,9.99,6,1.8,8,4,2,1,1
OTT-002686,Male,37,Premium,22.99,28,38.1,12,4,1,0,0
OTT-002687,Male,24,Basic,9.99,55,15.5,7,2,2,2,0
OTT-002688,Male,21,Basic,9.99,23,46.5,12,2,1,1,0
OTT-002689,Male,24,Basic,9.99,55,65.9,16,4,1,0,0
OTT-002690,Female,61,Basic,9.99,2,38.7,5,1,1,0,0
OTT-002691,Female,32,Standard,15.49,9,87.6,4,2,5,1,0
OTT-002692,Female,29,Basic,9.99,19,71.5,21,5,4,0,0
OTT-002693,Male,51,Premium,22.99,35,89.5,3,4,2,1,0
OTT-002694,Female,51,Basic,9.99,24,46.3,5,2,2,1,0
OTT-002695,Female,52,Basic,9.99,1,71.0,5,3,3,0,0
OTT-002696,Female,37,Premium,22.99,2,16.2,30,2,5,0,0
OTT-002697,Female,42,Premium,22.99,40,54.0,2,4,5,1,0
OTT-002698,Male,19,Standard,15.49,19,61.2,4,3,3,0,0
OTT-002699,Male,28,Basic,9.99,15,51.0,1,3,5,0,0
OTT-002700,Male,68,Premium,22.99,8,63.5,2,4,4,1,0
OTT-002701,Female,38,Premium,22.99,29,51.0,22,5,1,0,0
OTT-002702,Male,57,Basic,9.99,49,12.1,23,3,2,0,0
OTT-002703,Female,66,Basic,9.99,58,58.4,4,2,2,0,0
OTT-002704,Female,28,Basic,9.99,35,39.5,24,3,3,1,0
OTT-002705,Male,62,Basic,9.99,41,41.6,16,2,5,0,0
OTT-002706,Male,64,Standard,15.49,25,39.3,9,1,3,0,0
OTT-002707,Female,53,Standard,15.49,49,31.8,1,3,2,0,0
OTT-002708,Male,41,Basic,9.99,13,14.9,4,5,4,1,1
OTT-002709,Male,26,Basic,9.99,42,53.8,43,2,1,0,0
OTT-002710,Male,67,Standard,15.49,7,61.6,6,3,5,0,0
OTT-002711,Male,64,Basic,9.99,42,10.9,17,2,3,0,0
OTT-002712,Female,58,Standard,15.49,31,1.0,5,1,5,1,0
OTT-002713,Male,57,Standard,15.49,34,16.9,19,3,4,1,0
OTT-002714,Female,62,Standard,15.49,9,64.6,45,2,3,1,1
OTT-002715,Male,61,Standard,15.49,12,57.7,12,3,5,1,0
OTT-002716,Male,53,Premium,22.99,18,104.0,12,4,4,1,0
OTT-002717,Male,68,Premium,22.99,44,1.0,24,3,3,0,0
OTT-002718,Male,62,Premium,22.99,54,53.7,6,3,5,0,0
OTT-002719,Male,18,Basic,9.99,33,43.7,9,3,5,1,0
OTT-002720,Female,19,Standard,15.49,5,60.5,0,1,1,1,0
OTT-002721,Female,59,Standard,15.49,1,35.0,27,5,4,0,1
OTT-002722,Male,60,Standard,15.49,59,1.0,4,4,5,0,0
OTT-002723,Female,55,Basic,9.99,33,70.5,4,4,1,1,0
OTT-002724,Male,65,Basic,9.99,1,50.8,59,4,1,0,1
OTT-002725,Female,47,Premium,22.99,51,62.2,3,5,1,0,0
OTT-002726,Male,29,Standard,15.49,40,63.1,30,4,2,0,0
OTT-002727,Female,25,Basic,9.99,28,50.6,6,5,5,1,0
OTT-002728,Female,37,Standard,15.49,12,22.4,1,3,4,2,1
OTT-002729,Female,28,Standard,15.49,23,51.8,13,5,2,1,0
OTT-002730,Male,19,Standard,15.49,59,16.8,22,3,4,0,0
OTT-002731,Male,37,Premium,22.99,35,48.2,9,4,1,0,0
OTT-002732,Male,48,Standard,15.49,1,11.9,36,5,3,2,1
OTT-002733,Male,35,Basic,9.99,31,74.6,2,3,2,1,0
OTT-002734,Male,35,Basic,9.99,24,87.4,19,5,3,1,0
OTT-002735,Male,29,Standard,15.49,11,24.6,11,3,3,0,0
OTT-002736,Female,31,Basic,9.99,57,50.5,3,1,2,1,0
OTT-002737,Male,45,Standard,15.49,56,72.2,2,2,5,2,0
OTT-002738,Male,66,Standard,15.49,7,41.8,1,5,3,1,0
OTT-002739,Female,65,Standard,15.49,25,53.5,7,3,4,0,0
OTT-002740,Female,29,Basic,9.99,19,71.3,1,5,2,1,0
OTT-002741,Male,29,Basic,9.99,18,79.0,20,4,1,0,0
OTT-002742,Female,41,Standard,15.49,22,18.2,0,4,4,0,0
OTT-002743,Female,21,Basic,9.99,59,39.5,5,3,1,0,0
OTT-002744,Female,44,Basic,9.99,45,58.6,0,5,4,1,0
OTT-002745,Male,44,Premium,22.99,52,50.1,13,4,1,0,0
OTT-002746,Female,44,Basic,9.99,21,22.7,1,1,5,1,1
OTT-002747,Male,25,Premium,22.99,36,52.2,23,3,5,1,0
OTT-002748,Male,67,Standard,15.49,11,49.2,17,4,5,0,0
OTT-002749,Male,29,Premium,22.99,21,83.9,0,2,2,1,0
OTT-002750,Female,39,Standard,15.49,27,58.5,10,2,3,2,0
OTT-002751,Male,52,Basic,9.99,13,69.6,3,3,1,1,0
OTT-002752,Female,34,Standard,15.49,51,104.4,12,4,2,1,0
OTT-002753,Male,62,Basic,9.99,33,81.8,1,1,5,2,0
OTT-002754,Female,60,Standard,15.49,27,103.9,6,2,2,2,0
OTT-002755,Male,42,Premium,22.99,51,47.4,16,3,3,0,0
OTT-002756,Male,47,Basic,9.99,39,15.1,1,5,1,0,0
OTT-002757,Female,31,Basic,9.99,31,1.0,23,3,2,1,0
OTT-002758,Male,23,Standard,15.49,14,48.4,68,1,3,3,1
OTT-002759,Female,22,Basic,9.99,59,3.5,0,2,1,5,1
OTT-002760,Male,29,Basic,9.99,39,7.4,2,1,2,1,1
OTT-002761,Male,27,Basic,9.99,13,7.1,4,3,4,0,0
OTT-002762,Female,43,Premium,22.99,37,66.8,2,3,2,2,0
OTT-002763,Male,66,Basic,9.99,51,36.9,14,5,2,0,0
OTT-002764,Male,55,Basic,9.99,7,53.4,23,1,1,2,0
OTT-002765,Female,54,Premium,22.99,14,24.3,4,5,2,2,0
OTT-002766,Female,30,Basic,9.99,31,42.7,5,5,5,1,0
OTT-002767,Male,20,Standard,15.49,4,31.9,17,3,1,1,1
OTT-002768,Male,58,Premium,22.99,25,25.9,30,3,4,1,0
OTT-002769,Female,50,Premium,22.99,59,48.0,1,4,3,1,0
OTT-002770,Male,40,Standard,15.49,52,58.7,10,4,2,1,0
OTT-002771,Female,25,Standard,15.49,38,56.1,1,4,2,1,0
OTT-002772,Female,34,Basic,9.99,34,18.5,8,1,4,1,0
OTT-002773,Male,26,Basic,9.99,35,39.1,15,1,1,0,0
OTT-002774,Female,24,Basic,9.99,20,96.2,17,4,2,0,0
OTT-002775,Male,48,Basic,9.99,38,23.5,53,3,5,0,1
OTT-002776,Female,50,Standard,15.49,27,1.2,9,4,2,1,0
OTT-002777,Male,18,Premium,22.99,32,62.7,3,2,3,0,0
OTT-002778,Male,19,Basic,9.99,50,123.8,1,1,5,1,0
OTT-002779,Male,41,Standard,15.49,25,45.0,3,4,5,1,0
OTT-002780,Male,26,Standard,15.49,37,85.1,4,1,3,2,0
OTT-002781,Male,32,Standard,15.49,55,46.4,6,2,3,1,0
OTT-002782,Male,42,Basic,9.99,22,43.2,1,1,2,1,0
OTT-002783,Female,42,Standard,15.49,23,74.0,7,3,5,0,0
OTT-002784,Female,27,Standard,15.49,12,42.7,2,1,4,1,0
OTT-002785,Male,69,Premium,22.99,40,28.5,19,2,5,1,0
OTT-002786,Male,33,Standard,15.49,39,89.8,1,4,3,1,0
OTT-002787,Female,46,Standard,15.49,58,34.4,12,2,3,0,0
OTT-002788,Male,50,Basic,9.99,40,31.2,13,4,3,3,0
OTT-002789,Male,58,Standard,15.49,4,71.6,3,3,2,0,0
OTT-002790,Female,23,Standard,15.49,13,51.8,17,3,4,1,0
OTT-002791,Female,36,Standard,15.49,25,80.9,1,1,1,4,0
OTT-002792,Female,61,Basic,9.99,22,72.7,14,2,1,1,0
OTT-002793,Male,25,Basic,9.99,13,20.3,3,1,1,1,0
OTT-002794,Female,63,Standard,15.49,37,32.6,0,2,3,2,0
OTT-002795,Male,64,Basic,9.99,22,70.2,12,2,5,1,0
OTT-002796,Female,62,Standard,15.49,52,5.6,8,2,3,0,0
OTT-002797,Male,52,Basic,9.99,37,73.9,4,5,1,0,0
OTT-002798,Male,29,Premium,22.99,54,94.8,4,1,1,1,0
OTT-002799,Female,36,Premium,22.99,10,40.4,40,1,3,1,1
OTT-002800,Female,64,Premium,22.99,28,67.7,4,2,3,0,0
OTT-002801,Female,22,Standard,15.49,40,6.8,5,1,2,0,0
OTT-002802,Male,55,Basic,9.99,16,73.2,0,4,5,0,0
OTT-002803,Male,54,Premium,22.99,1,45.8,9,3,4,1,0
OTT-002804,Male,27,Standard,15.49,16,47.6,35,3,5,1,0
OTT-002805,Female,32,Basic,9.99,9,68.7,4,2,2,0,0
OTT-002806,Female,29,Basic,9.99,32,36.1,2,1,3,2,0
OTT-002807,Female,47,Basic,9.99,34,94.2,28,2,1,0,0
OTT-002808,Female,19,Basic,9.99,50,43.4,25,3,3,1,0
OTT-002809,Male,43,Premium,22.99,47,38.4,17,3,2,2,0
OTT-002810,Female,42,Standard,15.49,22,1.0,25,3,2,3,1
OTT-002811,Female,61,Basic,9.99,22,53.0,5,2,4,0,0
OTT-002812,Female,68,Basic,9.99,6,74.0,8,1,2,0,0
OTT-002813,Male,38,Standard,15.49,21,81.9,10,1,3,1,0
OTT-002814,Male,62,Standard,15.49,19,35.5,7,1,2,0,0
OTT-002815,Female,26,Premium,22.99,49,61.6,18,5,1,1,0
OTT-002816,Female,65,Premium,22.99,50,17.4,1,2,4,0,0
OTT-002817,Male,52,Premium,22.99,25,23.7,10,4,1,1,0
OTT-002818,Male,37,Basic,9.99,55,19.1,7,3,5,2,0
OTT-002819,Female,52,Premium,22.99,14,54.5,4,1,3,1,0
OTT-002820,Female,53,Standard,15.49,39,38.1,17,4,3,0,0
OTT-002821,Female,63,Standard,15.49,12,51.0,25,2,4,1,0
OTT-002822,Female,18,Basic,9.99,25,25.3,14,1,5,1,0
