Age,Monthly Charge,Tenure Months,Avg Monthly Watch Hours,Days Since Last Login,Profile Count,Devices Registered,Support Tickets,Gender_Female,Gender_Male,Subscription Type_Basic,Subscription Type_Premium,Subscription Type_Standard,Churn
19.0,9.99,39.0,87.1,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
49.0,15.49,57.0,60.8,11.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
39.0,15.49,55.0,38.4,17.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
41.0,9.99,11.0,31.5,29.0,1.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
49.0,22.99,24.0,70.3,9.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
42.0,15.49,11.0,46.1,5.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
30.0,15.49,33.0,15.7,16.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
24.0,9.99,55.0,15.5,7.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
55.0,9.99,51.0,21.2,9.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
55.0,22.99,5.0,63.7,9.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
38.0,9.99,20.0,26.8,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
60.0,15.49,57.0,72.4,13.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,9.99,48.0,33.5,28.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
54.0,22.99,56.0,48.4,12.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
24.0,9.99,41.0,58.1,38.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
48.0,15.49,27.0,70.6,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
65.0,22.99,58.0,42.8,29.0,5.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
31.0,9.99,11.0,43.0,0.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
62.0,22.99,5.0,38.5,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
24.0,9.99,28.0,33.7,4.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
62.0,9.99,36.0,23.6,2.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
54.0,15.49,44.0,62.4,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
48.0,22.99,20.0,58.9,1.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
27.0,9.99,55.0,8.7,40.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1
41.0,9.99,35.0,13.0,10.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
58.0,9.99,51.0,14.2,11.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
35.0,9.99,18.0,79.7,2.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
22.0,15.49,23.0,51.9,3.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
18.0,9.99,27.0,73.1,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
62.0,15.49,39.0,18.7,5.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0
45.0,9.99,39.0,4.2,4.0,2.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,1
48.0,9.99,45.0,48.6,5.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
47.0,15.49,42.0,27.3,13.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
68.0,15.49,4.0,47.9,19.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
39.0,9.99,46.0,50.5,15.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
44.0,22.99,31.0,17.4,30.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
39.0,15.49,37.0,39.7,9.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
60.0,15.49,45.0,35.3,27.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,1
25.0,9.99,54.0,74.6,3.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
42.0,9.99,54.0,71.2,5.0,5.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
62.0,9.99,32.0,51.5,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
32.0,15.49,13.0,81.3,11.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0
23.0,9.99,51.0,48.3,3.0,5.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
42.0,15.49,6.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
24.0,15.49,45.0,30.2,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
28.0,9.99,46.0,70.3,20.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0
55.0,15.49,9.0,5.5,4.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
65.0,9.99,22.0,21.2,9.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
21.0,9.99,22.0,43.1,6.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
49.0,9.99,40.0,24.4,25.0,5.0,5.0,4.0,0.0,1.0,1.0,0.0,0.0,1
66.0,15.49,39.0,58.6,1.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
56.0,9.99,13.0,93.2,4.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
24.0,9.99,5.0,32.0,22.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
42.0,22.99,51.0,47.4,16.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
53.0,9.99,56.0,79.5,8.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
51.0,22.99,23.0,47.5,7.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
58.0,22.99,19.0,69.1,4.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,0.0,0
27.0,15.49,16.0,47.6,35.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
55.0,15.49,59.0,73.8,7.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
61.0,15.49,44.0,33.5,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
45.0,22.99,37.0,39.2,14.0,3.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
41.0,9.99,8.0,11.5,3.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
68.0,9.99,7.0,53.5,38.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1
55.0,15.49,4.0,12.2,13.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0
65.0,9.99,9.0,38.2,3.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
19.0,9.99,23.0,75.5,6.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
45.0,9.99,56.0,61.4,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,9.99,58.0,61.7,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0
67.0,15.49,45.0,47.8,25.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
39.0,15.49,33.0,17.8,5.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
60.0,22.99,29.0,1.0,5.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0
35.0,22.99,38.0,51.7,22.0,5.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0
67.0,15.49,56.0,40.0,13.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
46.0,22.99,7.0,49.3,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1
67.0,15.49,24.0,72.9,15.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
56.0,22.99,51.0,21.7,12.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
35.0,15.49,7.0,46.6,14.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
33.0,22.99,39.0,67.8,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
39.0,15.49,36.0,65.9,0.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0
58.0,15.49,9.0,26.6,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1
53.0,22.99,53.0,71.9,11.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
54.0,9.99,38.0,49.9,1.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
64.0,9.99,22.0,70.2,12.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
26.0,9.99,37.0,68.7,7.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
53.0,9.99,18.0,41.1,3.0,4.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0
65.0,9.99,25.0,3.7,0.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
21.0,22.99,13.0,43.4,7.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
25.0,9.99,13.0,20.3,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
38.0,22.99,30.0,23.9,6.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
50.0,15.49,17.0,28.1,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0
38.0,9.99,20.0,40.0,31.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
32.0,15.49,54.0,72.6,9.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
63.0,22.99,12.0,35.1,5.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0
38.0,15.49,28.0,32.6,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
57.0,9.99,55.0,78.4,24.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
63.0,9.99,34.0,88.7,30.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
40.0,15.49,36.0,13.8,5.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
25.0,9.99,36.0,71.5,27.0,4.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0
31.0,9.99,43.0,19.2,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,0
28.0,15.49,5.0,15.2,2.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,15.49,31.0,1.0,5.0,1.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
32.0,9.99,59.0,45.9,0.0,5.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
25.0,9.99,21.0,61.5,17.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
49.0,15.49,55.0,21.7,0.0,5.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0
41.0,22.99,12.0,90.7,8.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
32.0,15.49,46.0,59.6,2.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
67.0,22.99,14.0,32.3,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
40.0,9.99,50.0,6.5,18.0,3.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,1
46.0,9.99,10.0,40.5,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
22.0,9.99,38.0,80.1,10.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
54.0,9.99,36.0,60.4,2.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
42.0,15.49,13.0,42.6,5.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
42.0,15.49,39.0,59.0,10.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
46.0,9.99,53.0,55.7,5.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
40.0,9.99,52.0,36.7,25.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0
57.0,15.49,22.0,16.2,8.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
44.0,22.99,25.0,39.5,7.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
45.0,9.99,18.0,99.1,15.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0
37.0,15.49,19.0,53.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
19.0,9.99,39.0,58.3,23.0,1.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
18.0,9.99,17.0,43.8,11.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20.0,22.99,48.0,59.7,8.0,5.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
64.0,9.99,28.0,26.1,14.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
40.0,15.49,2.0,30.1,35.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,1
36.0,9.99,24.0,40.8,14.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
61.0,9.99,7.0,22.6,2.0,5.0,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1
39.0,9.99,52.0,32.8,10.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
18.0,15.49,49.0,88.7,11.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
68.0,9.99,34.0,61.1,1.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,0
62.0,15.49,59.0,22.4,19.0,1.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1
67.0,15.49,7.0,61.6,6.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0
58.0,15.49,30.0,69.6,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
34.0,9.99,17.0,73.0,3.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
26.0,15.49,44.0,59.1,11.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33.0,15.49,29.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
53.0,15.49,24.0,12.1,11.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,1
36.0,9.99,26.0,51.1,8.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0
27.0,9.99,17.0,63.9,16.0,4.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
44.0,15.49,31.0,31.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
42.0,9.99,21.0,93.8,2.0,4.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
59.0,22.99,24.0,62.5,5.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
25.0,9.99,25.0,81.4,2.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
69.0,15.49,50.0,45.0,32.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
54.0,9.99,38.0,29.1,17.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0
56.0,15.49,49.0,83.1,32.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0
25.0,9.99,25.0,89.7,7.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
46.0,22.99,45.0,22.4,13.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
23.0,22.99,31.0,77.4,1.0,4.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
45.0,15.49,22.0,36.8,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
62.0,15.49,16.0,44.4,12.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
25.0,15.49,30.0,82.5,34.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
51.0,15.49,33.0,14.3,5.0,5.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0
41.0,9.99,55.0,39.9,13.0,4.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
52.0,9.99,9.0,25.7,34.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1
35.0,15.49,3.0,47.9,5.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
31.0,9.99,50.0,83.9,10.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
21.0,22.99,41.0,56.1,15.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
46.0,22.99,14.0,84.7,3.0,5.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0
38.0,22.99,15.0,83.5,0.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
59.0,9.99,19.0,25.5,23.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,1
61.0,9.99,13.0,53.2,4.0,5.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
51.0,15.49,18.0,48.2,6.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
45.0,22.99,24.0,49.4,24.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0
28.0,9.99,37.0,60.4,9.0,1.0,5.0,2.0,1.0,0.0,1.0,0.0,0.0,0
69.0,22.99,4.0,21.1,31.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1
55.0,22.99,57.0,39.7,41.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
60.0,15.49,27.0,103.9,6.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0
41.0,22.99,56.0,83.6,16.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
37.0,9.99,56.0,16.0,7.0,3.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0
36.0,22.99,17.0,84.1,2.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
55.0,15.49,29.0,41.4,2.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0
34.0,9.99,36.0,7.3,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
25.0,15.49,56.0,89.3,4.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
20.0,9.99,40.0,22.0,6.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
38.0,15.49,52.0,39.9,0.0,3.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0
48.0,22.99,38.0,46.8,13.0,5.0,4.0,3.0,1.0,0.0,0.0,1.0,0.0,1
40.0,22.99,20.0,19.7,0.0,3.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0
54.0,15.49,50.0,25.5,2.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
26.0,15.49,28.0,51.8,7.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0
63.0,9.99,16.0,32.1,49.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1
64.0,15.49,29.0,39.6,30.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
68.0,9.99,51.0,33.7,4.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
61.0,22.99,40.0,83.7,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
65.0,9.99,26.0,20.8,7.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
19.0,15.49,48.0,19.1,2.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0
53.0,9.99,31.0,16.3,8.0,2.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
20.0,9.99,34.0,28.3,7.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
53.0,15.49,19.0,1.0,18.0,3.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0
59.0,15.49,58.0,86.9,5.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
22.0,15.49,41.0,36.0,12.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0
34.0,15.49,28.0,10.2,11.0,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0
69.0,9.99,41.0,2.6,18.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1
34.0,22.99,13.0,58.8,10.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0
59.0,9.99,13.0,61.8,41.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
68.0,9.99,39.0,7.7,8.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0
23.0,22.99,10.0,84.1,0.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
47.0,15.49,27.0,31.9,4.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
33.0,9.99,37.0,20.1,11.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
38.0,9.99,25.0,1.0,54.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1
63.0,15.49,59.0,43.3,16.0,4.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
54.0,9.99,21.0,56.5,28.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0
60.0,15.49,36.0,82.1,14.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
61.0,22.99,22.0,38.4,10.0,2.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0
34.0,9.99,4.0,70.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
69.0,15.49,25.0,48.6,10.0,4.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0
48.0,22.99,54.0,50.5,1.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0
37.0,15.49,25.0,65.3,22.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0
60.0,9.99,28.0,66.5,10.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
21.0,9.99,38.0,37.6,6.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0
22.0,15.49,22.0,70.9,18.0,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0
65.0,15.49,32.0,25.8,0.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0
20.0,9.99,40.0,49.1,32.0,4.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1
34.0,15.49,17.0,35.9,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0
49.0,15.49,42.0,62.6,6.0,5.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0
43.0,15.49,28.0,4.1,7.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0
65.0,9.99,43.0,50.6,3.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
49.0,22.99,36.0,78.9,18.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0
37.0,22.99,56.0,49.4,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
20.0,9.99,50.0,8.2,6.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
44.0,22.99,50.0,17.8,10.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,0.0,0
30.0,15.49,54.0,59.3,32.0,2.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,0
22.0,15.49,41.0,48.1,15.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0
51.0,15.49,24.0,29.5,12.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
18.0,9.99,19.0,80.0,13.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
33.0,22.99,22.0,71.4,5.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0,0
57.0,15.49,33.0,24.2,11.0,1.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0
18.0,15.49,37.0,25.1,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
54.0,22.99,14.0,24.3,4.0,5.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0
19.0,9.99,9.0,66.6,0.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
31.0,9.99,50.0,38.8,9.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
49.0,9.99,23.0,51.3,2.0,3.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
29.0,9.99,58.0,13.8,8.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0
37.0,15.49,26.0,17.6,8.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1
20.0,15.49,4.0,31.9,17.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1
69.0,9.99,2.0,1.0,5.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1
54.0,9.99,9.0,44.0,33.0,4.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1
57.0,9.99,23.0,75.5,12.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
67.0,15.49,18.0,46.4,32.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1
52.0,9.99,56.0,59.6,2.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
26.0,9.99,36.0,46.9,9.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
46.0,15.49,26.0,31.9,29.0,5.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1
21.0,22.99,30.0,47.7,12.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0
56.0,15.49,9.0,37.9,1.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,1
49.0,22.99,3.0,1.0,0.0,3.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0
56.0,9.99,8.0,33.7,1.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0
43.0,15.49,4.0,41.4,1.0,5.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1
55.0,9.99,36.0,66.3,1.0,3.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0
21.0,9.99,6.0,16.8,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
21.0,22.99,36.0,14.6,0.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0
49.0,15.49,33.0,51.9,5.0,3.0,4.0,3.0,0.0,1.0,0.0,0.0,1.0,0
19.0,9.99,28.0,71.7,0.0,4.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0
66.0,15.49,47.0,72.2,21.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0
61.0,9.99,5.0,72.4,20.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18.0,9.99,11.0,49.6,19.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
18.0,9.99,8.0,58.0,9.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0
37.0,15.49,59.0,77.9,6.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
33.0,9.99,22.0,24.2,2.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0
